State,District,Season,Year,Crop,Area_Ha,Yield_QHa,Start_Year,District_norm,State_norm,latitude,longitude,soil_ph,soil_oc,clay_pct,sand_pct,cec_cmol,avg_temp,humidity_avg,rain_total,solar_avg
Karnataka,Kodagu,Kharif,2019 - 2020,Potato,20.0,70.0,2019,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.505163934426232,89.78983606557378,1840.7500000000002,14.233196721311476
Karnataka,Kodagu,Kharif,2019 - 2020,Ragi,21.0,17.6,2019,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.505163934426232,89.78983606557378,1840.7500000000002,14.233196721311476
Karnataka,Kodagu,Whole Year,2019 - 2020,Tapioca,50.0,122.6,2019,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.617424657534247,76.26882191780822,2427.5600000000004,18.458520547945206
Karnataka,Kodagu,Whole Year,2019 - 2020,Tobacco,5.0,8.0,2019,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.617424657534247,76.26882191780822,2427.5600000000004,18.458520547945206
Karnataka,Kodagu,Whole Year,2019 - 2020,Arecanut,12437.0,108.1,2019,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.617424657534247,76.26882191780822,2427.5600000000004,18.458520547945206
Karnataka,Kodagu,Whole Year,2019 - 2020,Cardamom,680.0,2.1,2019,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.617424657534247,76.26882191780822,2427.5600000000004,18.458520547945206
Karnataka,Kodagu,Kharif,2020 - 2021,Arhar/Tur,2.0,10.0,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Kharif,2020 - 2021,Bajra,4.0,15.0,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Whole Year,2020 - 2021,Cashewnut,283.0,12.7,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Whole Year,2020 - 2021,Coconut,3402.0,79.6,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Kharif,2020 - 2021,Cotton(lint),1.0,30.0,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Whole Year,2020 - 2021,Garlic,2.0,55.0,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Rabi,2020 - 2021,Gram,1.0,10.0,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.65631868131868,76.03571428571429,505.60999999999996,19.12412087912088
Karnataka,Kodagu,Kharif,2020 - 2021,Groundnut,4.0,10.0,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Kharif,2020 - 2021,Maize,363.0,48.8,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Rabi,2020 - 2021,Maize,45.0,36.9,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.65631868131868,76.03571428571429,505.60999999999996,19.12412087912088
Karnataka,Kodagu,Kharif,2020 - 2021,Moong(Green Gram),3.0,3.3000000000000003,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Kharif,2020 - 2021,Other Kharif pulses,6.0,1.7000000000000002,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Kharif,2020 - 2021,Rice,21328.0,26.4,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Kharif,2020 - 2021,Small millets,2.0,15.0,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Whole Year,2020 - 2021,Sugarcane,1.0,960.0,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Whole Year,2020 - 2021,Sweet potato,149.0,130.2,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Whole Year,2020 - 2021,Turmeric,9.0,63.3,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Rabi,2020 - 2021,Wheat,1.0,10.0,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.65631868131868,76.03571428571429,505.60999999999996,19.12412087912088
Karnataka,Kodagu,Whole Year,2020 - 2021,Black pepper,97979.0,3.1,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Whole Year,2020 - 2021,Ginger,1348.0,104.4,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Kharif,2020 - 2021,Potato,5.0,68.0,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Kharif,2020 - 2021,Ragi,18.0,17.8,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Whole Year,2020 - 2021,Tapioca,80.0,122.9,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Whole Year,2020 - 2021,Arecanut,22840.0,112.6,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Whole Year,2020 - 2021,Cardamom,966.0,2.6,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Whole Year,2020 - 2021,Arcanut (Processed),22840.0,22.5,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Whole Year,2020 - 2021,Dry Ginger,1348.0,22.5,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,24.21603825136612,80.13953551912569,2903.63,18.068606557377052
Karnataka,Kodagu,Kharif,2020 - 2021,Other Cereals,6.0,1.7000000000000002,2020,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.048688524590165,91.88270491803279,2260.4500000000003,13.883524590163933
Karnataka,Kodagu,Whole Year,2021 - 2022,Cashewnut,264.0,16.9,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Whole Year,2021 - 2022,Coconut,2458.0,86472.70000000001,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Kharif,2021 - 2022,Cowpea(Lobia),2.0,5.0,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.082622950819673,91.24827868852459,1549.3999999999996,14.88090163934426
Karnataka,Kodagu,Kharif,2021 - 2022,Groundnut,1.0,10.0,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.082622950819673,91.24827868852459,1549.3999999999996,14.88090163934426
Karnataka,Kodagu,Kharif,2021 - 2022,Horse-gram,1.0,10.0,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.082622950819673,91.24827868852459,1549.3999999999996,14.88090163934426
Karnataka,Kodagu,Kharif,2021 - 2022,Jowar,1.0,20.0,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.082622950819673,91.24827868852459,1549.3999999999996,14.88090163934426
Karnataka,Kodagu,Kharif,2021 - 2022,Maize,2167.0,42.1,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.082622950819673,91.24827868852459,1549.3999999999996,14.88090163934426
Karnataka,Kodagu,Kharif,2021 - 2022,Other Kharif pulses,5.0,6.0,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.082622950819673,91.24827868852459,1549.3999999999996,14.88090163934426
Karnataka,Kodagu,Kharif,2021 - 2022,Rice,19801.0,26.5,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.082622950819673,91.24827868852459,1549.3999999999996,14.88090163934426
Karnataka,Kodagu,Whole Year,2021 - 2022,Sugarcane,1.0,1070.0,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Whole Year,2021 - 2022,Sweet potato,295.0,130.9,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Whole Year,2021 - 2022,Turmeric,3.0,56.7,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Whole Year,2021 - 2022,Black pepper,98445.0,4.5,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Whole Year,2021 - 2022,Ginger,1159.0,109.8,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Kharif,2021 - 2022,Potato,3.0,66.7,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.082622950819673,91.24827868852459,1549.3999999999996,14.88090163934426
Karnataka,Kodagu,Kharif,2021 - 2022,Ragi,18.0,12.8,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.082622950819673,91.24827868852459,1549.3999999999996,14.88090163934426
Karnataka,Kodagu,Whole Year,2021 - 2022,Tapioca,74.0,135.8,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Whole Year,2021 - 2022,Tobacco,2.0,10.0,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Whole Year,2021 - 2022,Arecanut,25708.0,85.5,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Whole Year,2021 - 2022,Cardamom,1762.0,2.7,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Whole Year,2021 - 2022,Arcanut (Processed),25708.0,17.1,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Whole Year,2021 - 2022,Dry Ginger,1159.0,23.6,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.855315068493148,82.22821917808218,2863.41,17.395205479452056
Karnataka,Kodagu,Kharif,2021 - 2022,Other Cereals,3.0,13.3,2021,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.082622950819673,91.24827868852459,1549.3999999999996,14.88090163934426
Karnataka,Kodagu,Whole Year,2022 - 2023,Cashewnut,321.0,92.1,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kodagu,Whole Year,2022 - 2023,Coconut,3044.0,61941.6,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kodagu,Kharif,2022 - 2023,Jowar,172.0,16.1,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,22.88622950819672,91.31737704918032,2168.28,14.71655737704918
Karnataka,Kodagu,Kharif,2022 - 2023,Maize,1854.0,39.8,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,22.88622950819672,91.31737704918032,2168.28,14.71655737704918
Karnataka,Kodagu,Kharif,2022 - 2023,Other Kharif pulses,1.0,10.0,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,22.88622950819672,91.31737704918032,2168.28,14.71655737704918
Karnataka,Kodagu,Kharif,2022 - 2023,Rice,13171.0,25.7,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,22.88622950819672,91.31737704918032,2168.28,14.71655737704918
Karnataka,Kodagu,Rabi,2022 - 2023,Rice,1.0,30.0,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.52934065934066,70.105989010989,294.32,19.47686813186813
Karnataka,Kodagu,Whole Year,2022 - 2023,Sweet potato,324.0,120.2,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kodagu,Whole Year,2022 - 2023,Turmeric,5.0,60.0,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kodagu,Whole Year,2022 - 2023,Black pepper,103300.0,4.1,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kodagu,Whole Year,2022 - 2023,Ginger,300.0,114.2,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kodagu,Kharif,2022 - 2023,Ragi,1.0,10.0,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,22.88622950819672,91.31737704918032,2168.28,14.71655737704918
Karnataka,Kodagu,Whole Year,2022 - 2023,Tapioca,81.0,150.6,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kodagu,Whole Year,2022 - 2023,Arecanut,28861.0,82.0,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kodagu,Whole Year,2022 - 2023,Cardamom,1372.0,2.7,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kodagu,Whole Year,2022 - 2023,Arcanut (Processed),28861.0,16.4,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kodagu,Whole Year,2022 - 2023,Dry Ginger,300.0,24.6,2022,kodagu,karnataka,12.375423796000064,75.66257616252012,5.4,42.3,33.7,40.9,29.2,23.516191780821917,82.28405479452054,2860.47,17.393616438356165
Karnataka,Kolar,Kharif,2012 - 2013,Arhar/Tur,3829.0,11.5,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Whole Year,2012 - 2013,Cashewnut,1515.0,14.2,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.279234972677596,65.33688524590164,661.2499999999999,20.413306010928963
Karnataka,Kolar,Whole Year,2012 - 2013,Coconut,2805.0,98456.3,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.279234972677596,65.33688524590164,661.2499999999999,20.413306010928963
Karnataka,Kolar,Whole Year,2012 - 2013,Coriander,5.0,4.0,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.279234972677596,65.33688524590164,661.2499999999999,20.413306010928963
Karnataka,Kolar,Kharif,2012 - 2013,Cowpea(Lobia),1200.0,14.6,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Rabi,2012 - 2013,Cowpea(Lobia),14.0,3.6,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.68346153846154,66.91642857142857,289.32,19.47434065934066
Karnataka,Kolar,Kharif,2012 - 2013,Dry chillies,272.0,9.2,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Rabi,2012 - 2013,Dry chillies,246.0,27.3,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.68346153846154,66.91642857142857,289.32,19.47434065934066
Karnataka,Kolar,Rabi,2012 - 2013,Gram,15.0,6.7,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.68346153846154,66.91642857142857,289.32,19.47434065934066
Karnataka,Kolar,Kharif,2012 - 2013,Groundnut,10401.0,6.4,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Kharif,2012 - 2013,Horse-gram,248.0,8.2,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Rabi,2012 - 2013,Horse-gram,7223.0,4.8,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.68346153846154,66.91642857142857,289.32,19.47434065934066
Karnataka,Kolar,Kharif,2012 - 2013,Maize,420.0,25.6,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Rabi,2012 - 2013,Maize,77.0,30.3,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.68346153846154,66.91642857142857,289.32,19.47434065934066
Karnataka,Kolar,Kharif,2012 - 2013,Niger seed,164.0,2.4,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Kharif,2012 - 2013,Onion,180.0,53.1,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Rabi,2012 - 2013,Onion,55.0,65.5,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.68346153846154,66.91642857142857,289.32,19.47434065934066
Karnataka,Kolar,Kharif,2012 - 2013,Other Kharif pulses,7152.0,29.9,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Kharif,2012 - 2013,Rice,3909.0,21.9,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Kharif,2012 - 2013,Sesamum,256.0,3.2,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Kharif,2012 - 2013,Small millets,70.0,4.9,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Whole Year,2012 - 2013,Sugarcane,95.0,836.0,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.279234972677596,65.33688524590164,661.2499999999999,20.413306010928963
Karnataka,Kolar,Kharif,2012 - 2013,Castor seed,104.0,6.3,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Rabi,2012 - 2013,Potato,3055.0,229.3,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.68346153846154,66.91642857142857,289.32,19.47434065934066
Karnataka,Kolar,Kharif,2012 - 2013,Ragi,57079.0,24.1,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Rabi,2012 - 2013,Ragi,76.0,14.5,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.68346153846154,66.91642857142857,289.32,19.47434065934066
Karnataka,Kolar,Kharif,2012 - 2013,Rapeseed &Mustard,289.0,2.9,2012,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,24.714590163934425,69.82877049180328,311.08,19.923852459016395
Karnataka,Kolar,Kharif,2013 - 2014,Arhar/Tur,2506.0,7.6,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,23.398934426229506,78.19180327868852,533.9599999999999,17.874180327868853
Karnataka,Kolar,Whole Year,2013 - 2014,Cashewnut,1425.0,6.1,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,23.770739726027397,69.41890410958904,825.2,19.488849315068492
Karnataka,Kolar,Whole Year,2013 - 2014,Coconut,2805.0,79336.9,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,23.770739726027397,69.41890410958904,825.2,19.488849315068492
Karnataka,Kolar,Whole Year,2013 - 2014,Coriander,5.0,4.0,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,23.770739726027397,69.41890410958904,825.2,19.488849315068492
Karnataka,Kolar,Kharif,2013 - 2014,Cowpea(Lobia),1255.0,7.5,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,23.398934426229506,78.19180327868852,533.9599999999999,17.874180327868853
Karnataka,Kolar,Rabi,2013 - 2014,Cowpea(Lobia),14.0,4.3,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.31620879120879,67.64016483516484,143.41000000000003,18.853296703296703
Karnataka,Kolar,Kharif,2013 - 2014,Dry chillies,459.0,11.1,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,23.398934426229506,78.19180327868852,533.9599999999999,17.874180327868853
Karnataka,Kolar,Rabi,2013 - 2014,Dry chillies,225.0,18.9,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.31620879120879,67.64016483516484,143.41000000000003,18.853296703296703
Karnataka,Kolar,Rabi,2013 - 2014,Gram,14.0,7.9,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.31620879120879,67.64016483516484,143.41000000000003,18.853296703296703
Karnataka,Kolar,Kharif,2013 - 2014,Groundnut,6733.0,10.3,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,23.398934426229506,78.19180327868852,533.9599999999999,17.874180327868853
Karnataka,Kolar,Kharif,2013 - 2014,Horse-gram,550.0,8.100000000000001,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,23.398934426229506,78.19180327868852,533.9599999999999,17.874180327868853
Karnataka,Kolar,Rabi,2013 - 2014,Horse-gram,11780.0,8.299999999999999,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.31620879120879,67.64016483516484,143.41000000000003,18.853296703296703
Karnataka,Kolar,Kharif,2013 - 2014,Maize,420.0,31.7,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,23.398934426229506,78.19180327868852,533.9599999999999,17.874180327868853
Karnataka,Kolar,Rabi,2013 - 2014,Maize,70.0,30.6,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,22.31620879120879,67.64016483516484,143.41000000000003,18.853296703296703
Karnataka,Kolar,Kharif,2013 - 2014,Niger seed,135.0,2.2,2013,kolar,karnataka,13.17077541350008,78.25803143635264,7.0,22.1,31.4,43.7,21.6,23.398934426229506,78.19180327868852,533.9599999999999,17.874180327868853
